condition,agent_ratio,round,player_id,player_type,expression,is_last,analogical,holistic,event
Intermediate (50%),0.5,39,human_1,human,"a geometric rabbit of triangles and squares leans against the left wall, grounded.",True,0.75,0.6,0.3
Intermediate (50%),0.5,40,human_1,human,"a geometric animal of triangles and squares, resembling a rabbit, leans against the left wall on the ground.",True,0.75,0.6,0.45
Intermediate (50%),0.5,36,human_7,human,"tangram forms the abstract shape of a rabbit, which sitting on the floor.",True,0.75,0.85,0.3
Intermediate (50%),0.5,37,human_7,human,"tangram forms the abstract shape of a rabbit, which sitting on the floor.",True,0.75,0.85,0.3
Intermediate (50%),0.5,38,human_7,human,"tangram forms the abstract shape of a rabbit, which sitting on the floor.",True,0.75,0.85,0.3
Intermediate (50%),0.5,39,human_7,human,"tangram forms the abstract shape of a rabbit, which sitting on the floor.",True,0.75,0.85,0.3
Intermediate (50%),0.5,40,human_7,human,"tangram forms the abstract shape of a rabbit, which sitting on the floor.",True,0.75,0.85,0.3
Intermediate (50%),0.5,36,human_9,human,an abstract picture of an animal sitting on the ground is formed by geometric shapes.,True,0.6,0.7,0.3
Intermediate (50%),0.5,37,human_9,human,squares and triangles are organized to form an abstract design of an animal sitting on the ground.,True,0.6,0.4,0.3
Intermediate (50%),0.5,38,human_9,human,an abstract animal figure sitting on the ground is constructed using geometric shapes.,True,0.7,0.6,0.3
Intermediate (50%),0.5,39,human_9,human,an animal sitting on the ground is constructed using geometric shapes.,True,0.7,0.5,0.3
Intermediate (50%),0.5,40,human_9,human,an abstract picture of an animal sitting on the ground is formed by geometric shapes.,True,0.6,0.7,0.3
Intermediate (50%),0.5,36,agent_5,agent,"interlocking triangles and a square create an abstract, leaning figure.",True,0.35,0.65,0.2
Intermediate (50%),0.5,37,agent_5,agent,interlocking triangles and squares form a rabbit-shaped figure leaning to the right.,True,0.85,0.7,0.35
Intermediate (50%),0.5,38,agent_5,agent,interlocking triangles and a square shape form an abstract figure resembling a leaning rabbit.,True,0.75,0.5,0.25
Intermediate (50%),0.5,39,agent_5,agent,"triangles surround a square, suggesting a dynamic, leaning figure, possibly resembling a rabbit.",True,0.45,0.6,0.3
Intermediate (50%),0.5,40,agent_5,agent,interlocking triangles and a square form a dynamic geometric figure leaning to the right.,True,0.25,0.75,0.5
Intermediate (50%),0.5,36,human_3,human,the abstract pattern formed by square and triangles in gray and black looks like a leaning rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,37,human_3,human,the abstract pattern formed by square and triangles in gray and black looks like a leaning rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,38,human_3,human,the abstract pattern formed by square and triangles in gray and black looks like a leaning animal.,True,0.75,0.6,0.3
Intermediate (50%),0.5,39,human_3,human,the abstract pattern formed by square and triangles in gray and black looks like a leaning rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,40,human_3,human,the abstract picture formed by geometric shapes looks like a rabbit looking back.,True,0.75,0.6,0.3
Intermediate (50%),0.5,36,agent_6,agent,interlocking triangles and a square form a dynamic rabbit silhouette leaning to the right and slightly back.,True,0.85,0.7,0.45
Intermediate (50%),0.5,37,agent_6,agent,interlocking shapes form a dynamic rabbit silhouette leaning slightly to the right.,True,0.85,0.75,0.3
Intermediate (50%),0.5,38,agent_6,agent,"interlocking geometric shapes form a dynamic rabbit silhouette, tilted right and slightly backward.",True,0.85,0.75,0.3
Intermediate (50%),0.5,39,agent_6,agent,interlocking triangular and square shapes create a rabbit silhouette leaning diagonally.,True,0.85,0.7,0.3
Intermediate (50%),0.5,40,agent_6,agent,interlocking geometric shapes form a dynamic rabbit silhouette leaning diagonally right.,True,0.85,0.75,0.3
Intermediate (50%),0.5,36,agent_7,agent,interlocking geometric shapes create a dynamic rabbit-like figure leaning to the right.,True,0.75,0.85,0.4
Intermediate (50%),0.5,37,agent_7,agent,a figure resembling a rabbit is formed by interlocking geometric shapes leaning diagonally.,True,0.75,0.6,0.25
Intermediate (50%),0.5,38,agent_7,agent,interlocking triangles and a square create a dynamic rabbit figure leaning diagonally.,True,0.85,0.7,0.45
Intermediate (50%),0.5,39,agent_7,agent,interlocking geometric shapes form a diagonal rabbit silhouette leaning forward.,True,0.85,0.7,0.3
Intermediate (50%),0.5,40,agent_7,agent,interlocking triangles and a square form a dynamic shape resembling a figure leaning forward.,True,0.65,0.7,0.45
Intermediate (50%),0.5,36,human_2,human,a sitting rabbit.,True,0.85,0.7,0.35
Intermediate (50%),0.5,37,human_2,human,a sitting rabbit.,True,0.85,0.7,0.35
Intermediate (50%),0.5,38,human_2,human,a sitting rabbit.,True,0.85,0.7,0.35
Intermediate (50%),0.5,39,human_2,human,a sitting rabbit.,True,0.85,0.7,0.35
Intermediate (50%),0.5,40,human_2,human,a sitting rabbit.,True,0.85,0.7,0.35
Intermediate (50%),0.5,36,agent_4,agent,triangles and squares depict an abstract diagonal figure evoking an animal-like silhouette,True,0.6,0.7,0.0
Intermediate (50%),0.5,37,agent_4,agent,"triangles and a square form an abstract creature with a triangular head, elongated body, and legs resting against a wall.",True,0.75,0.5,0.25
Intermediate (50%),0.5,38,agent_4,agent,triangles and a square create an abstract diagonal shape resembling a leaping gray rabbit.,True,0.75,0.5,0.25
Intermediate (50%),0.5,39,agent_4,agent,triangles and squares form an abstract figure leaning diagonally to represent a rabbit.,True,0.75,0.5,0.25
Intermediate (50%),0.5,40,agent_4,agent,triangles and squares form an abstract diagonal figure resembling an animal silhouette leaning dynamically.,True,0.75,0.6,0.45
Intermediate (50%),0.5,36,human_5,human,abstract geometric gray/black shape of a rabbit against wall from triangles and squares.,True,0.75,0.5,0.0
Intermediate (50%),0.5,37,human_5,human,abstract geometric gray/black shape of a rabbit against wall from triangles and squares.,True,0.75,0.5,0.0
Intermediate (50%),0.5,38,human_5,human,abstract geometric gray/black shape of a rabbit against wall from triangles and squares.,True,0.75,0.5,0.0
Intermediate (50%),0.5,39,human_5,human,abstract geometric gray/black shape of a rabbit against wall from triangles and squares.,True,0.75,0.5,0.0
Intermediate (50%),0.5,40,human_5,human,abstract geometric gray/black shape of a rabbit against wall from triangles and squares.,True,0.75,0.5,0.0
Intermediate (50%),0.5,36,agent_0,agent,an abstract silhouette of a kangaroo jumping formed by interlocking triangles and a square.,True,0.75,0.6,0.3
Intermediate (50%),0.5,37,agent_0,agent,"an abstract silhouette of an animal, possibly a rabbit, is formed by triangles and a square.",True,0.45,0.6,0.0
Intermediate (50%),0.5,38,agent_0,agent,"an abstract silhouette of a rabbit sitting, formed by interlocking triangles and a square.",True,0.75,0.6,0.3
Intermediate (50%),0.5,39,agent_0,agent,"an abstract silhouette of a bird taking off, formed by interlocking triangles and a square.",True,0.75,0.6,0.35
Intermediate (50%),0.5,40,agent_0,agent,an abstract geometric shape resembles a rabbit sitting on the ground.,True,0.75,0.85,0.3
Agent-led (75%),0.75,36,human_3,human,a black‑and‑grey pattern featuring an asymmetrical arrangement of triangles and a square,True,0.0,0.3,0.0
Agent-led (75%),0.75,37,human_3,human,a square and several triangles arranged in an asymmetrical black‑and‑grey geometric pattern,True,0.0,0.2,0.0
Agent-led (75%),0.75,38,human_3,human,a geometric black-and-grey arrangement featuring a square surrounded by scattered triangles,True,0.0,0.3,0.0
Agent-led (75%),0.75,39,human_3,human,a black-and-grey geometric pattern where triangles frame a square in an composition,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,human_3,human,a black-and-grey pattern formed by irregular places triangles and a solitary square,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,human_5,human,geometric drawings shaped like a woman,True,0.7,0.6,0.0
Agent-led (75%),0.75,37,human_5,human,geometric drawings shaped like a woman,True,0.7,0.6,0.0
Agent-led (75%),0.75,38,human_5,human,geometric drawings shaped like a woman,True,0.7,0.6,0.0
Agent-led (75%),0.75,39,human_5,human,geometric drawings shaped like a woman,True,0.7,0.6,0.0
Agent-led (75%),0.75,40,human_5,human,geometric drawings shaped like a woman,True,0.7,0.6,0.0
Agent-led (75%),0.75,36,human_1,human,the image displays a composition of triangles and a square forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,37,human_1,human,the image displays a composition of triangles and a square forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,38,human_1,human,the image displays a composition of triangles and a square forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,39,human_1,human,the image displays a composition of triangles and a square forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,40,human_1,human,the image displays a composition of triangles and a square forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_15,agent,this image shows a central square surrounded by triangles creating a geometric downward pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_15,agent,this composition features a central square surrounded by triangles forming an asymmetrical downward-pointing pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_15,agent,"this composition features a central square surrounded by triangles forming a symmetric, geometric pattern.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_15,agent,this geometric arrangement features a central square surrounded by triangles creating a downward-pointing shape against a black background.,True,0.2,0.4,0.0
Agent-led (75%),0.75,40,agent_15,agent,"this geometric arrangement features a central square surrounded by asymmetrical, interlocking triangles pointing downward against a black background.",True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_11,agent,"the image presents geometric shapes, with triangles patterned around a central square, forming an asymmetrical downward-pointing configuration.",True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_11,agent,"the image presents geometric shapes, with triangles arranged around a central square, forming an asymmetrical downward-pointing configuration.",True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_11,agent,"the image presents geometric shapes, with triangles arranged around a central square, forming a downward-pointing asymmetrical configuration.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_11,agent,"the image presents geometric shapes, with triangles patterned around a central square, forming an asymmetrical downward-pointing configuration.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_11,agent,"the image presents geometric shapes, with triangles arranged around a central square, forming an asymmetrical downward-pointing configuration.",True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_13,agent,"a grayscale geometric pattern features interconnected triangles and a square forming an asymmetrical, downward-extending arrangement.",True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_13,agent,"a grayscale geometric design comprises interconnected triangles and a central square forming an asymmetrical, downward-extending arrangement.",True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_13,agent,"a grayscale geometric pattern features interconnected triangles and a square forming an asymmetrical, downward-extending arrangement.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_13,agent,"a grayscale geometric pattern features interconnected triangles and a square forming an asymmetrical, downward-angled arrangement.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_13,agent,"a grayscale geometric pattern features interconnected triangles and a square forming an asymmetrical, downward-extending arrangement.",True,0.0,0.35,0.0
Agent-led (75%),0.75,36,human_2,human,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles against a black backdrop.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,human_2,human,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles against a black backdrop.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,human_2,human,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles against a black backdrop.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,human_2,human,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles against a black backdrop.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,human_2,human,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles against a black backdrop.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_17,agent,triangles of varying sizes cluster around a central square in an asymmetrical geometric configuration.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_17,agent,triangles cluster around a central square in an asymmetrical geometric pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_17,agent,triangles cluster around a central square in an asymmetrical geometric configuration.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_17,agent,triangles of varying sizes cluster around a central square in an asymmetrical geometric configuration.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_17,agent,triangles cluster around a central square in an asymmetrical geometric configuration.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,human_4,human,the image shows an asymmetrical geometric pattern of grey triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,human_4,human,the image shows an asymmetrical geometric pattern of triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,human_4,human,the image shows an asymmetrical geometric downward-pointing pattern of triangles with a central square against a dark background.,True,0.0,0.3,0.0
Agent-led (75%),0.75,39,human_4,human,the image shows an asymmetrical geometric downward-pointing pattern of triangles with a central square against a dark background.,True,0.0,0.3,0.0
Agent-led (75%),0.75,40,human_4,human,the image shows an asymmetrical geometric pattern of triangles with a central square pointing downward..,True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_8,agent,an asymmetrical geometric figure with triangles forming a downward-pointing pattern around a central square.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_8,agent,an asymmetrical figure with triangles forming a downward-pointing pattern around a central square.,True,0.2,0.4,0.0
Agent-led (75%),0.75,38,agent_8,agent,"an asymmetrical geometric pattern with triangles forming a downward-pointing configuration around a central square, composed of interconnected shapes.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_8,agent,an asymmetrical geometric figure with triangles forming a downward-pointing configuration around a central square.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_8,agent,an asymmetrical geometric figure with triangles forming a downward-pointing configuration around a central square.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_9,agent,"the image depicts an abstract geometric design with triangles forming an asymmetrical pattern around a central square, suggesting a downward-pointing arrow.",True,0.25,0.5,0.0
Agent-led (75%),0.75,37,agent_9,agent,"the image depicts an abstract geometric composition with triangles forming an asymmetrical pattern around a central square, suggesting a downward-pointing arrow.",True,0.25,0.5,0.0
Agent-led (75%),0.75,38,agent_9,agent,"the image depicts an abstract geometric composition with triangles forming an asymmetrical pattern around a central square, suggesting a downward-pointing arrow.",True,0.25,0.5,0.0
Agent-led (75%),0.75,39,agent_9,agent,"the image depicts an abstract geometric composition with triangles forming an asymmetrical pattern around a central square, suggesting a downward-pointing arrow.",True,0.25,0.5,0.0
Agent-led (75%),0.75,40,agent_9,agent,"the image depicts an abstract geometric composition with triangles forming an asymmetrical pattern around a central square, suggesting a downward-pointing arrow.",True,0.25,0.5,0.0
Agent-led (75%),0.75,36,agent_12,agent,"the image displays an asymmetrical arrangement of shapes, centered on a square and featuring multiple triangles.",True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_12,agent,"the image displays an asymmetrical arrangement of shapes, centered on a square and featuring multiple triangles pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_12,agent,"the image displays an asymmetrical arrangement of shapes, centered on a square and featuring multiple triangles pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_12,agent,"the image displays an asymmetrical arrangement of shapes, centered on a square and featuring multiple triangles pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_12,agent,"the image features an asymmetrical geometric arrangement, centered on a square, with triangles pointing downward in a consistent pattern.",True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_6,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by interlocking triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_6,agent,the image displays an asymmetrical geometric pattern with a central square and interlocking triangles pointing downward.,True,0.0,0.3,0.0
Agent-led (75%),0.75,38,agent_6,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by interlocking triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_6,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by interlocking triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_6,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by interlocking triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_10,agent,the image displays geometric shapes forming an asymmetrical pattern with a central square and triangles.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_10,agent,the image depicts geometric shapes forming an asymmetrical pattern with a central square surrounded by triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_10,agent,the image displays geometric shapes forming an asymmetrical pattern with a central square surrounded by triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_10,agent,the image displays geometric shapes forming an asymmetrical pattern with a central square surrounded by triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_10,agent,the image displays geometric shapes forming an asymmetrical pattern with a central square surrounded by triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_7,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by multiple gray triangles pointing downward and horizontally.,True,0.0,0.3,0.0
Agent-led (75%),0.75,37,agent_7,agent,"the image displays an asymmetrical geometric pattern with a central square surrounded by multiple triangles, some pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_7,agent,the image displays an asymmetrical pattern with a central square surrounded by triangles pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_7,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by multiple gray triangles pointing in various directions.,True,0.0,0.3,0.0
Agent-led (75%),0.75,40,agent_7,agent,the image displays an asymmetrical geometric pattern with a central square surrounded by multiple gray triangles pointing in various directions.,True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_4,agent,the image depicts an asymmetrical pattern with interconnected triangles forming a downward-pointing triangular arrangement around a central square.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_4,agent,the image depicts an asymmetrical pattern with interconnected triangles forming a central square and pointing in multiple directions.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_4,agent,the image showcases an asymmetrical arrangement of interconnected triangles forming a central square.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_4,agent,the image depicts an asymmetrical pattern with interconnected triangles forming a central square and pointing in multiple directions.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_4,agent,"the image depicts an asymmetrical pattern with interconnected triangles forming a central square and pointing in multiple directions, particularly downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_0,agent,the image displays a structured pattern of interconnected triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_0,agent,the image displays a structured arrangement of interconnected triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_0,agent,the image displays a structured arrangement of interconnected triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_0,agent,the image displays a structured arrangement of interconnected triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_0,agent,the image depicts interconnected triangles forming a central square against a dark background.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_3,agent,"the black and grey geometric pattern depicts an asymmetrical arrangement of triangles and a square, forming a structure that extends downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_3,agent,"the black and grey geometric pattern depicts an asymmetrical arrangement of triangles and a square, forming a structure that extends downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_3,agent,"the black and grey geometric pattern depicts an asymmetrical arrangement of triangles and a square, forming a structure that extends downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_3,agent,"the black and grey geometric pattern depicts an asymmetrical arrangement of triangles and a square, forming a downward-pointing structure.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_3,agent,"the black and grey geometric pattern exhibits an asymmetrical arrangement of triangles and a central square, forming a structure that extends downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_1,agent,"the image displays geometric shapes, including triangles and a square, arranged in an asymmetrical, grayscale composition pointing downward.",True,0.0,0.25,0.0
Agent-led (75%),0.75,37,agent_1,agent,"the image displays geometric shapes, including triangles and a square, arranged in an asymmetrical, grayscale composition pointing downward.",True,0.0,0.25,0.0
Agent-led (75%),0.75,38,agent_1,agent,"the image displays geometric shapes, including triangles and a square, arranged in an asymmetrical, grayscale composition pointing downward.",True,0.0,0.25,0.0
Agent-led (75%),0.75,39,agent_1,agent,the image presents a geometric design with interlocking triangles and a central square pointing downward in a grayscale composition.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_1,agent,"the image displays geometric shapes, including triangles and a square, arranged in an asymmetrical, grayscale composition pointing downward.",True,0.0,0.25,0.0
Agent-led (75%),0.75,36,agent_2,agent,the image shows a black and grey geometric pattern with a central square and interlocking triangles pointing downward in an asymmetrical arrangement.,True,0.0,0.3,0.0
Agent-led (75%),0.75,37,agent_2,agent,the image shows a black and grey geometric pattern with interlocking triangles and a central square.,True,0.0,0.3,0.0
Agent-led (75%),0.75,38,agent_2,agent,"the image displays a black and grey geometric arrangement with interlocking triangles surrounding a central square, forming an asymmetrical pattern pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_2,agent,"the image displays a black and grey geometric pattern with interlocking triangles above and below a central square, forming an asymmetrical arrangement pointing downward.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_2,agent,the image shows a black and grey geometric pattern with interlocking triangles and a central square forming an asymmetrical pattern pointing downward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,agent_5,agent,the image depicts an abstract geometric assembly of interlocking triangles forming downward-pointing structures.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_5,agent,the image depicts an abstract geometric assembly of interlocking triangles forming downward-pointing structures.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_5,agent,"the image depicts an abstract geometric assembly of interlocking triangles and a square, forming downward-pointing structures.",True,0.2,0.4,0.0
Agent-led (75%),0.75,39,agent_5,agent,the image depicts an abstract geometric assembly of interlocking triangles and a square forming an asymmetrical downward-pointing structure.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_5,agent,the image depicts an abstract geometric assembly of interlocking triangles forming downward-pointing structures.,True,0.0,0.35,0.0
Agent-led (75%),0.75,36,human_0,human,"an abstract creature or figure, with the body and the head of animal.",True,0.6,0.7,0.0
Agent-led (75%),0.75,37,human_0,human,"gray geometric patterns are arranged in the background, separated by thin white lines.",True,0.0,0.2,0.0
Agent-led (75%),0.75,38,human_0,human,gray geometric patterns are arranged irregularly against a black background.,True,0.0,0.2,0.0
Agent-led (75%),0.75,39,human_0,human,"gray geometric patterns are arranged irregularly, forming an unstable geometric structure.",True,0.0,0.35,0.0
Agent-led (75%),0.75,40,human_0,human,gray triangles and squares are arranged irregularly to form an abstract geometric image.,True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_16,agent,the central square is surrounded by scattered triangular shapes forming an asymmetrical geometric pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,37,agent_16,agent,the central square is surrounded by scattered triangular shapes forming an asymmetrical geometric pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,38,agent_16,agent,the central square is surrounded by scattered triangular shapes forming an asymmetrical geometric pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_16,agent,"the square is at the center, surrounded by triangles in an asymmetrical geometric arrangement.",True,0.0,0.2,0.0
Agent-led (75%),0.75,40,agent_16,agent,the central square is surrounded by scattered triangles forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Agent-led (75%),0.75,36,agent_14,agent,a geometric figure shows a central square surrounded by gray triangles in an asymmetrical arrangement with one triangle pointing upwards.,True,0.0,0.3,0.0
Agent-led (75%),0.75,37,agent_14,agent,the image shows a central square surrounded by gray triangles in an asymmetrical arrangement.,True,0.0,0.3,0.0
Agent-led (75%),0.75,38,agent_14,agent,a central square is surrounded by gray triangles forming an asymmetrical downward-pointing geometric pattern.,True,0.0,0.35,0.0
Agent-led (75%),0.75,39,agent_14,agent,a central square is surrounded by gray triangles in an asymmetrical arrangement featuring one triangle pointing upward.,True,0.0,0.35,0.0
Agent-led (75%),0.75,40,agent_14,agent,a central square is surrounded by gray triangles forming an asymmetrical geometric pattern.,True,0.0,0.3,0.0
Pure-agent (100%),1.0,36,agent_22,agent,"Interlocking black triangles create a forward-leaning, cascading dynamic pattern.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,37,agent_22,agent,Interlocking black triangles form a forward-leaning dynamic pattern in cascading movement.,True,0.35,0.75,0.6
Pure-agent (100%),1.0,38,agent_22,agent,Interlocking black triangles dynamically create a forward-leaning cascading abstract pattern.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,39,agent_22,agent,Interlocking black triangles form a dynamic forward-leaning cascading abstract pattern.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,40,agent_22,agent,Interlocking black triangles dynamically form a forward-leaning cascading abstract shape.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,36,agent_12,agent,Interlocking black triangles dynamically form a forward-leaning cascading abstract shape.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,37,agent_12,agent,Interlocking black triangles create a dynamic forward-leaning cascading abstract shape.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,38,agent_12,agent,Interlocking black triangles dynamically form a forward-leaning cascading abstract pattern.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,39,agent_12,agent,"Interlocking black triangles form a dynamic, cascading abstract silhouette leaning forward.",True,0.35,0.75,0.45
Pure-agent (100%),1.0,40,agent_12,agent,"Interlocking black triangles create a dynamic, forward-leaning cascading pattern.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,36,agent_18,agent,"Interlocking black triangles form a dynamic, forward-leaning abstract design in descending tiers.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,37,agent_18,agent,"Interlocking black triangles create a dynamic, cascading, forward-leaning abstract pattern.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,38,agent_18,agent,"Interlocking black triangles create a dynamic, forward-leaning, cascading abstract pattern.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,39,agent_18,agent,"Interlocking black triangles form a dynamic, forward-leaning abstract figure in descending steps.",True,0.35,0.7,0.45
Pure-agent (100%),1.0,40,agent_18,agent,"Interlocking black triangles create a dynamic, forward-leaning pattern in descending tiers.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,36,agent_8,agent,Interlocking black triangles create a dynamic cascading figure leaning forward.,True,0.35,0.75,0.6
Pure-agent (100%),1.0,37,agent_8,agent,"Interlocking black triangles form a cascading, dynamic abstract figure leaning forward.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,38,agent_8,agent,Interlocking black triangles form a dynamic cascading silhouette leaning forward.,True,0.35,0.75,0.5
Pure-agent (100%),1.0,39,agent_8,agent,"Black triangles interlock to form a dynamic, forward-leaning cascading silhouette.",True,0.35,0.75,0.45
Pure-agent (100%),1.0,40,agent_8,agent,Interlocking black shapes create a forward-leaning cascading abstract design.,True,0.2,0.7,0.3
Pure-agent (100%),1.0,36,agent_17,agent,"Interlocking black triangles create a dynamic, forward-leaning cascading pattern.",True,0.25,0.75,0.5
Pure-agent (100%),1.0,37,agent_17,agent,Interlocking black triangles form a cascading abstract pattern leaning forward in tiers.,True,0.2,0.7,0.3
Pure-agent (100%),1.0,38,agent_17,agent,Overlapping black triangles form a forward-leaning dynamic cascading arrangement in tiers.,True,0.25,0.75,0.5
Pure-agent (100%),1.0,39,agent_17,agent,"Interlocking black triangles create a cascading, forward-leaning abstract pattern in descending tiers.",True,0.25,0.75,0.5
